timestamp,store_id,sku_id,quantity_sold,price_at_sale,stockout_flag,weather_condition,temperature_celsius,public_holiday_flag,local_event_flag,is_weekend,day_of_week,hour_of_day
2024-04-15 09:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,23,50.12,0,Cloudy,24.2,0,0,0,0,9
2024-04-15 18:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,24,51.39,0,Cloudy,24.2,0,0,0,0,18
2024-04-15 21:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,15,52.32,0,Cloudy,24.2,0,0,0,0,21
2024-04-16 09:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,10,51.64,0,Cloudy,24.7,0,0,0,1,9
2024-04-16 18:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,14,51.28,0,Cloudy,24.7,0,0,0,1,18
2024-04-16 21:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,19,51.25,0,Cloudy,24.7,0,0,0,1,21
2024-04-17 09:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,21,51.41,0,Clear,31.8,1,0,0,2,9
2024-04-17 18:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,24,54.35,1,Clear,31.8,1,0,0,2,18
2024-04-17 21:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,20,54.27,0,Clear,31.8,1,0,0,2,21
2024-04-18 09:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,14,50.59,0,Extreme Heat,42.2,0,0,0,3,9
2024-04-18 18:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,19,53.52,0,Extreme Heat,42.2,0,0,0,3,18
2024-04-18 21:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,8,52.04,0,Extreme Heat,42.2,0,0,0,3,21
2024-04-19 09:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,16,50.59,0,Clear,28.4,0,0,0,4,9
2024-04-19 18:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,16,50.8,0,Clear,28.4,0,0,0,4,18
2024-04-19 21:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,21,53.77,0,Clear,28.4,0,0,0,4,21
2024-04-20 09:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,24,53.35,1,Cloudy,25.8,0,1,1,5,9
2024-04-20 18:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,24,50.86,1,Cloudy,25.8,0,1,1,5,18
2024-04-20 21:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,24,54.33,1,Cloudy,25.8,0,1,1,5,21
2024-04-21 09:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,24,53.31,1,Clear,30.0,1,0,1,6,9
2024-04-21 18:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,24,50.25,1,Clear,30.0,1,0,1,6,18
2024-04-21 21:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,24,54.28,1,Clear,30.0,1,0,1,6,21
2024-04-22 09:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,22,52.96,0,Clear,31.6,0,0,0,0,9
2024-04-22 18:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,15,53.86,0,Clear,31.6,0,0,0,0,18
2024-04-22 21:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,11,50.4,0,Clear,31.6,0,0,0,0,21
2024-04-23 09:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,8,52.12,0,Clear,30.7,0,0,0,1,9
2024-04-23 18:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,17,49.82,0,Clear,30.7,0,0,0,1,18
2024-04-23 21:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,10,53.41,0,Clear,30.7,0,0,0,1,21
2024-04-24 09:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,15,49.62,0,Clear,30.1,0,0,0,2,9
2024-04-24 18:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,11,52.37,1,Clear,30.1,0,0,0,2,18
2024-04-24 21:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,11,52.8,0,Clear,30.1,0,0,0,2,21
2024-04-25 09:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,13,53.04,0,Cloudy,24.7,0,0,0,3,9
2024-04-25 18:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,17,50.93,0,Cloudy,24.7,0,0,0,3,18
2024-04-25 21:00:00,DS001_Andheri_MUM,SKU001_Milk_1L,19,50.14,0,Cloudy,24.7,0,0,0,3,21
2024-04-01 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,8,80.12,0,Clear,31.8,0,0,0,0,9
2024-04-01 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,9,76.27,0,Clear,31.8,0,0,0,0,18
2024-04-01 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,9,76.0,0,Clear,31.8,0,0,0,0,21
2024-04-02 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,9,76.21,0,Rain,21.4,0,0,0,1,9
2024-04-02 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,16,74.89,0,Rain,21.4,0,0,0,1,18
2024-04-02 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,7,80.44,0,Rain,21.4,0,0,0,1,21
2024-04-03 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,11,80.42,0,Clear,28.6,0,0,0,2,9
2024-04-03 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,4,75.52,0,Clear,28.6,0,0,0,2,18
2024-04-03 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,6,79.14,0,Clear,28.6,0,0,0,2,21
2024-04-04 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,10,76.45,0,Clear,31.5,0,0,0,3,9
2024-04-04 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,10,80.36,0,Clear,31.5,0,0,0,3,18
2024-04-04 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,10,76.93,0,Clear,31.5,0,0,0,3,21
2024-04-05 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,21,77.8,0,Cloudy,26.8,0,1,0,4,9
2024-04-05 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,79.13,1,Cloudy,26.8,0,1,0,4,18
2024-04-05 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,12,74.82,0,Cloudy,26.8,0,1,0,4,21
2024-04-06 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,17,79.93,0,Clear,31.9,0,0,1,5,9
2024-04-06 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,81.19,1,Clear,31.9,0,0,1,5,18
2024-04-06 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,10,77.09,0,Clear,31.9,0,0,1,5,21
2024-04-07 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,76.03,1,Rain,19.8,0,0,1,6,9
2024-04-07 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,76.89,1,Rain,19.8,0,0,1,6,18
2024-04-07 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,15,77.84,0,Rain,19.8,0,0,1,6,21
2024-04-08 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,9,74.86,0,Clear,28.7,0,0,0,0,9
2024-04-08 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,9,81.73,0,Clear,28.7,0,0,0,0,18
2024-04-08 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,8,80.34,0,Clear,28.7,0,0,0,0,21
2024-04-09 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,7,76.21,0,Clear,30.1,0,0,0,1,9
2024-04-09 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,10,75.84,0,Clear,30.1,0,0,0,1,18
2024-04-09 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,6,77.85,0,Clear,30.1,0,0,0,1,21
2024-04-10 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,7,81.71,0,Clear,29.2,0,0,0,2,9
2024-04-10 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,8,80.43,0,Clear,29.2,0,0,0,2,18
2024-04-10 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,6,79.07,0,Clear,29.2,0,0,0,2,21
2024-04-11 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,10,75.86,1,Cloudy,24.6,0,0,0,3,9
2024-04-11 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,10,80.29,0,Cloudy,24.6,0,0,0,3,18
2024-04-11 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,9,79.19,0,Cloudy,24.6,0,0,0,3,21
2024-04-12 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,76.57,0,Clear,29.5,0,1,0,4,9
2024-04-12 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,76.32,1,Clear,29.5,0,1,0,4,18
2024-04-12 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,78.39,0,Clear,29.5,0,1,0,4,21
2024-04-13 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,16,80.71,0,Cloudy,27.1,0,0,1,5,9
2024-04-13 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,79.38,1,Cloudy,27.1,0,0,1,5,18
2024-04-13 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,19,79.99,0,Cloudy,27.1,0,0,1,5,21
2024-04-14 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,74.91,1,Clear,30.1,1,0,1,6,9
2024-04-14 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,78.65,1,Clear,30.1,1,0,1,6,18
2024-04-14 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,74.9,1,Clear,30.1,1,0,1,6,21
2024-04-15 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,8,81.9,0,Cloudy,24.2,0,0,0,0,9
2024-04-15 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,9,76.69,0,Cloudy,24.2,0,0,0,0,18
2024-04-15 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,10,77.27,0,Cloudy,24.2,0,0,0,0,21
2024-04-16 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,76.09,0,Cloudy,24.7,0,0,0,1,9
2024-04-16 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,10,80.37,0,Cloudy,24.7,0,0,0,1,18
2024-04-16 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,4,81.76,0,Cloudy,24.7,0,0,0,1,21
2024-04-17 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,20,75.82,0,Clear,31.8,1,0,0,2,9
2024-04-17 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,80.52,1,Clear,31.8,1,0,0,2,18
2024-04-17 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,7,78.02,1,Clear,31.8,1,0,0,2,21
2024-04-18 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,2,79.81,0,Extreme Heat,42.2,0,0,0,3,9
2024-04-18 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,9,80.94,0,Extreme Heat,42.2,0,0,0,3,18
2024-04-18 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,7,76.16,0,Extreme Heat,42.2,0,0,0,3,21
2024-04-19 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,14,77.01,0,Clear,28.4,0,0,0,4,9
2024-04-19 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,6,81.69,0,Clear,28.4,0,0,0,4,18
2024-04-19 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,75.08,0,Clear,28.4,0,0,0,4,21
2024-04-20 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,77.45,1,Cloudy,25.8,0,1,1,5,9
2024-04-20 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,80.35,1,Cloudy,25.8,0,1,1,5,18
2024-04-20 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,76.26,1,Cloudy,25.8,0,1,1,5,21
2024-04-21 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,81.15,1,Clear,30.0,1,0,1,6,9
2024-04-21 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,81.14,1,Clear,30.0,1,0,1,6,18
2024-04-21 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,13,74.49,1,Clear,30.0,1,0,1,6,21
2024-04-22 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,7,74.63,0,Clear,31.6,0,0,0,0,9
2024-04-22 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,11,74.61,0,Clear,31.6,0,0,0,0,18
2024-04-22 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,6,79.77,0,Clear,31.6,0,0,0,0,21
2024-04-23 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,9,74.83,0,Clear,30.7,0,0,0,1,9
2024-04-23 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,8,80.44,0,Clear,30.7,0,0,0,1,18
2024-04-23 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,5,81.37,0,Clear,30.7,0,0,0,1,21
2024-04-24 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,4,79.39,0,Clear,30.1,0,0,0,2,9
2024-04-24 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,7,75.37,0,Clear,30.1,0,0,0,2,18
2024-04-24 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,3,78.39,0,Clear,30.1,0,0,0,2,21
2024-04-25 09:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,7,74.58,0,Cloudy,24.7,0,0,0,3,9
2024-04-25 18:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,8,79.61,0,Cloudy,24.7,0,0,0,3,18
2024-04-25 21:00:00,DS001_Andheri_MUM,SKU002_Eggs_12pk,7,77.89,0,Cloudy,24.7,0,0,0,3,21
2024-04-01 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,6,38.46,0,Clear,31.8,0,0,0,0,9
2024-04-01 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,17,39.96,0,Clear,31.8,0,0,0,0,18
2024-04-01 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,11,38.71,0,Clear,31.8,0,0,0,0,21
2024-04-02 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,11,41.85,0,Rain,21.4,0,0,0,1,9
2024-04-02 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,41.38,0,Rain,21.4,0,0,0,1,18
2024-04-02 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,13,41.11,0,Rain,21.4,0,0,0,1,21
2024-04-03 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,10,41.25,0,Clear,28.6,0,0,0,2,9
2024-04-03 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,11,38.77,0,Clear,28.6,0,0,0,2,18
2024-04-03 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,7,38.75,0,Clear,28.6,0,0,0,2,21
2024-04-04 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,12,40.48,0,Clear,31.5,0,0,0,3,9
2024-04-04 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,10,39.39,0,Clear,31.5,0,0,0,3,18
2024-04-04 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,9,41.94,0,Clear,31.5,0,0,0,3,21
2024-04-05 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,13,40.82,0,Cloudy,26.8,0,1,0,4,9
2024-04-05 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,40.24,1,Cloudy,26.8,0,1,0,4,18
2024-04-05 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,12,38.01,0,Cloudy,26.8,0,1,0,4,21
2024-04-06 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,19,39.09,0,Clear,31.9,0,0,1,5,9
2024-04-06 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,38.77,1,Clear,31.9,0,0,1,5,18
2024-04-06 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,12,38.0,0,Clear,31.9,0,0,1,5,21
2024-04-07 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,38.64,1,Rain,19.8,0,0,1,6,9
2024-04-07 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,41.29,1,Rain,19.8,0,0,1,6,18
2024-04-07 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,17,40.98,0,Rain,19.8,0,0,1,6,21
2024-04-08 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,9,40.39,0,Clear,28.7,0,0,0,0,9
2024-04-08 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,10,41.32,0,Clear,28.7,0,0,0,0,18
2024-04-08 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,8,38.45,0,Clear,28.7,0,0,0,0,21
2024-04-09 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,7,39.79,0,Clear,30.1,0,0,0,1,9
2024-04-09 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,18,40.3,0,Clear,30.1,0,0,0,1,18
2024-04-09 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,3,40.52,1,Clear,30.1,0,0,0,1,21
2024-04-10 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,4,39.91,0,Clear,29.2,0,0,0,2,9
2024-04-10 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,9,40.63,0,Clear,29.2,0,0,0,2,18
2024-04-10 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,13,41.72,0,Clear,29.2,0,0,0,2,21
2024-04-11 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,8,40.09,0,Cloudy,24.6,0,0,0,3,9
2024-04-11 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,10,39.11,0,Cloudy,24.6,0,0,0,3,18
2024-04-11 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,38.17,0,Cloudy,24.6,0,0,0,3,21
2024-04-12 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,13,41.57,0,Clear,29.5,0,1,0,4,9
2024-04-12 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,41.52,1,Clear,29.5,0,1,0,4,18
2024-04-12 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,19,41.0,0,Clear,29.5,0,1,0,4,21
2024-04-13 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,40.24,0,Cloudy,27.1,0,0,1,5,9
2024-04-13 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,40.33,1,Cloudy,27.1,0,0,1,5,18
2024-04-13 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,14,40.09,0,Cloudy,27.1,0,0,1,5,21
2024-04-14 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,39.12,1,Clear,30.1,1,0,1,6,9
2024-04-14 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,38.88,1,Clear,30.1,1,0,1,6,18
2024-04-14 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,40.86,1,Clear,30.1,1,0,1,6,21
2024-04-15 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,6,41.46,0,Cloudy,24.2,0,0,0,0,9
2024-04-15 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,11,40.57,0,Cloudy,24.2,0,0,0,0,18
2024-04-15 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,4,40.93,1,Cloudy,24.2,0,0,0,0,21
2024-04-16 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,8,38.19,0,Cloudy,24.7,0,0,0,1,9
2024-04-16 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,7,39.38,0,Cloudy,24.7,0,0,0,1,18
2024-04-16 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,10,41.91,0,Cloudy,24.7,0,0,0,1,21
2024-04-17 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,18,38.86,0,Clear,31.8,1,0,0,2,9
2024-04-17 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,38.8,1,Clear,31.8,1,0,0,2,18
2024-04-17 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,21,39.64,0,Clear,31.8,1,0,0,2,21
2024-04-18 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,3,41.56,0,Extreme Heat,42.2,0,0,0,3,9
2024-04-18 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,9,38.27,0,Extreme Heat,42.2,0,0,0,3,18
2024-04-18 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,8,41.26,0,Extreme Heat,42.2,0,0,0,3,21
2024-04-19 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,18,40.76,0,Clear,28.4,0,0,0,4,9
2024-04-19 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,13,39.31,0,Clear,28.4,0,0,0,4,18
2024-04-19 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,7,39.96,0,Clear,28.4,0,0,0,4,21
2024-04-20 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,41.31,1,Cloudy,25.8,0,1,1,5,9
2024-04-20 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,38.5,1,Cloudy,25.8,0,1,1,5,18
2024-04-20 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,41.96,1,Cloudy,25.8,0,1,1,5,21
2024-04-21 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,38.22,1,Clear,30.0,1,0,1,6,9
